Sector,Text,Sentiment
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: هل يعمل الفرع في يوم الجمعة؟,Neutral
أندية الوزارة,أندية الوزارة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات أمن المنشآت,قوات أمن المنشآت: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
الخدمات الطبية,الخدمات الطبية: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: واجهت مشكلة ولم أجد مساعدة,Negative
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
الدفاع المدني,الدفاع المدني: خدمة ممتازة وسرعة في الإجراءات,Positive
أندية الوزارة,أندية الوزارة: أحتاج إلى توضيح عن الإجراءات,Neutral
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: ما هي متطلبات إصدار الجواز؟,Neutral
السجون,السجون: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: تجربة رائعة أشكر جهودكم,Positive
السجون,السجون: راجعت اليوم الفرع الرئيسي,Neutral
أندية الوزارة,أندية الوزارة: الموقع لا يعمل منذ الصباح,Negative
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: لا أحد يرد على الاستفسارات,Negative
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: لا أحد يرد على الاستفسارات,Negative
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
أندية الوزارة,أندية الوزارة: ذهبت للاستفسار فقط,Neutral
أندية الوزارة,أندية الوزارة: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الموقع لا يعمل منذ الصباح,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: ذهبت للاستفسار فقط,Neutral
الأمن البيئي,الأمن البيئي: الموقع لا يعمل منذ الصباح,Negative
الخدمات الطبية,الخدمات الطبية: خدمة سيئة جداً وتعامل سيء,Negative
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: الموقع لا يعمل منذ الصباح,Negative
الجوازات,الجوازات: هل يعمل الفرع في يوم الجمعة؟,Neutral
حرس الحدود,حرس الحدود: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: لا أحد يرد على الاستفسارات,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: خدمة ممتازة وسرعة في الإجراءات,Positive
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الدفاع المدني,الدفاع المدني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
أندية الوزارة,أندية الوزارة: تعامل راقٍ من الموظفين,Positive
الخدمات الطبية,الخدمات الطبية: راجعت اليوم الفرع الرئيسي,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: لا أحد يرد على الاستفسارات,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: تجربة رائعة أشكر جهودكم,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: راجعت اليوم الفرع الرئيسي,Neutral
الأحوال المدنية,الأحوال المدنية: ما هي متطلبات إصدار الجواز؟,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: تعامل راقٍ من الموظفين,Positive
مكافحة المخدرات,مكافحة المخدرات: راجعت اليوم الفرع الرئيسي,Neutral
مكافحة المخدرات,مكافحة المخدرات: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز المعلومات الوطني,مركز المعلومات الوطني: الخدمة تحسنت كثيراً مؤخراً,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: تعامل راقٍ من الموظفين,Positive
الأحوال المدنية,الأحوال المدنية: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: تعامل راقٍ من الموظفين,Positive
حرس الحدود,حرس الحدود: كل الشكر للموظف اللي ساعدني اليوم,Positive
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
الأمن العام,الأمن العام: ما هي متطلبات إصدار الجواز؟,Neutral
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: الموقع لا يعمل منذ الصباح,Negative
الأحوال المدنية,الأحوال المدنية: واجهت مشكلة ولم أجد مساعدة,Negative
